comment_cleaned,label
الان دارم مینویسم ساعته شفارش ثبت نیمساعته زده سفارشتون تحویلشده نیومده,1
واقعا داغ تازه سس خوشمزه سالاد کلم تازه راضی بودم چی,0
کیک اصلا تازه بد,1
هوفنبرگ موهیتو لیتری سفارش دادم بطری شیشهای سیسی فرستادن,1
سیب زمینیها بیات سرد مرغ شبیه یه تیکه لاستیک بشدت مونده سفت غیرقابل خوردن غذا,1
واقعا باکیفیت تازه خوشمزه مقدار دم گرم واقعا,0
کاهوها تلخ پلاسیده ساندویچ نان جو سفارش دادم نان باگت معمولی آوردن,1
سریع پیک زحمتکش محترم ممنون,0
تازه سریع,0
یکم سرد,0
راضی بودم غذا ممنونم,0
پیتزا مقداری نمک نمک فلفل ادویه همراه نفرستاده سس مخصوص حضوری میری غذا میارن نداشت,1
کیفیت,0
بسته سلیقه طعم کیفیت مرغ کاش یه سس خوشمزه فرانسوی واسه ساندویچ درست کنین هیجانانگیز میشه,0
نوشابه ارسال,1
سیب زمینیها سوخته,1
اینقده خوبید سفارش دادم شیک هاتون نظیره خنک بدستم میرسه کیک هاتون تازست,0
فاصله متری پیتزاسیب دلیوری ساعت نیم کشید اگه یه حدی شلوغتره میتونن سفارش نگیرن بگن بالای ساعت میکشه,1
نان نازک,1
ازشون غذا میگیرفتم خوبم جدیدا خراب بد توضیحات نوشته بودم سوخته نباشه جوجه سوخته واقعا متاسفم,1
چنتا کوچه فاصله سرد,1
واقعا کیفیت غذا قیمتش پایینه بدترینپیتزایی خوردم اصلا داخل پیتزا پنیر داره واقعا پشیمون شدم فست فود سیب غذا گرفتم اصلا درست پول میگیرن غذای کیفیت مشتری ارائه میدن,1
هست خوردن غذا میام میدم دلیلش مدتها غذای رستوران خوردم راضی بودم ممنونم ازشون کیفیت نان حجمی خمیر نان تخلیهشده حجم چیدمان مرتب مخلفات داخل ساندویچ میزون میمونه جنس هات داگ حدودی دست رستوران خارجه اونم نمیگم بد میخوام بگم جنس هات داگ کیفیت بهتری رسما کمنظیر ساندویچشون,0
واقعا افتضاحه ونپخته کمحجم بدترین مرغ,1
کبابش مخصوصا نگینیش برنج واقعا مزخرف هندیم,0
میکردم باشه تنوری نشده اولش نون مخصوص سفارش دادم نیم ساعت تماس گرفتند گفتند نون معمولی دیگه دیر دیگه سفارش بدم مجبور شدم بگیرم راضی بودم,0
مقدار لازانیا شل شدتم گوشتش بو میداد بوکا بعیده کیفیت,1
جوجه گرم نمیشد نوشتن گرم کیفیت افتضاح,1
همراه غذای نوشابه نیومد حسابم,1
ساعت تاخیر دریافت ساعت دقیقه منتظر بودم طعم فالوده ابمیوهها خوشمزه ظاهرا اب انبه اب قاطی همراه فالودهها ابلیمو لیمو ترش,1
فاصلهای پیاده دقیقه هست دقیقه کشید برسه مرسی,1
مثله سریع خوشمزه ماکه مشتری ثابتشون شدیم تشکر توضیحات اهمیت میدین,0
پک سبزی مانده مرع پخته سرخ نشده,1
غذای خوشمزه یی پیتزاها نیاورده بودنکه منم امتیاز ندادم بهش فاکتور پیتزا زده پیگیریمو اون رم آوردن بعدش متوجه شدم سفارش مختلف شو تکراری رفتار اسنپ باکس مودبانه محترمانه سپاسگزارم,0
وجه کیفیتی متناسب اسم رفتاری نداشت جوجه ممتازی سفارش دادم جوجهها فوقالعاده شور سرد ته چین کهنه اصلا راضی نیستم,1
غذا داغ دستم خنکی هوا میارزید واقعا حجم کیفیت اصلا ارزش هزینه نداشت ممنونم,0
جالب چقدر مرغ سوخاری روغن میتونست باشه راضی بودم,0
سینه مرغ گرمی گرمی,1
سوپریم بد معنا واقعا خودتون معدتون ارزش قائل هستین سفارش ندین,1
تشکر زحمات خرید موزی برام فرستادین راضی نبودم موزها لکهدار,0
سیب زمینیهای زیری سوخته,1
غذا بیمزه ب سفارشهای بد,1
کشید تاکیید بودیم فوری میخوایم,0
اجناس تقریبا تاریخ مصرفشون انقضا روز مهلت قسمت توضیحات نوشته بودم جنس تازه تاریخدار بفرستن اینکار میشه دیگه سوپر مارکت آنلاین سفارش ندم,1
کیفیت غذا سابق دلیوری سریع برخورد پیک مودبانه غذا داغ حجم پودر سوخاریها کمکم داره مرغها میشه,0
بسته نداشت فذا سرد کیفیت غذا معمولی,1
ممنون موقع,0
اندازه مرغها مقدار سیبزمینی کیفیت,0
ویژگی شیلا ونک پرسنل خوشرو کاربلدش کیفیت غذا خوبه,0
کیفیت وقتشناس,0
بجای کره روغن کرمانشاهی,0
معموله غذا سرد اگه باشه تعجب داره,1
منظم ارسال خلال بادام فراموش,0
ته چین بد برنج ته چین زعفران نداشت صرفا یه ذره برنج زعفرانی ریخته بودین برنج بیکیفیت مرغ داخلش سوخته اسم غذا اصلا ته چین,1
زرشک پلو مرغ خشک سریهای رباش خلال بادام پسته نداشت زرشکاش کمتر دفعات خورش قیمه یه تیکه گوشت,0
توجه جزئیات سفارش برنداشتن خیارشور گوجه,1
سریع لوازمی میخواستم درست اشکال دستم ممنونم,0
غذایهای ارسالی سفارش قبلی دفعه اولا غذا نیم ساعت تاخیر علیرغم افزایش قیمت کیفیت غذا پایین نان,1
خوشمزه تازه موقع ممنون,0
گرم خوشمزه موقع,0
پیتزا تکان خورده لهشده کمال تعجب سس همراه غدا نگذاشته سرویس دستمال چنگال کیفیت پیتزا قابلقبول پیک رفتار مناسبی نداشت,0
ممنونم واقعا خوشمزه تمیز,0
پیتزا باروژ چرب سنگین هست پپرونی,1
بد مزهترین باقلوایی الان خوردم,1
داغ پنیر پیتزاش نپخته بودش,1
سیگار تولید برج میدین پول سیگار تازه میگیرین,1
حجمش قیمتش,0
سلام مخلفات گوشت مرغ مزه غذا,1
تازه تمیز مرغوب,0
پرملات برشته,0
سرد نونشم تازه,1
پیتزا غذا سرد احساس اصلا تازه,1
آقا خجالت داره کیفیت قیمت,1
کیفیت غذا پخته وقت غذا گرم بسته توصیه اسنپ فودیها حتما مرغ رستوران بخورند,0
پیتزاش خوشمزه بودولی نان سیر خوشم نیومد,0
مقدار لازانیا بیسیار اصلا قیمت ان متناسب,1
سلام خودتون دیگه میدونید غذاتون کیفیتمورد نداره یه واقعیتی هست قطعاخودتون میدونید درجه بد اختلافشه میگین برنج ایرانی هندی تایلندییا برنج درجه کاه قشنگ مرغاصلا مزه نشده انگار مرغ خورد کنی سیخ بزنی همونطوری کبابکنی ادویه هیچی گوجه کیفیت پایین مونده اصلا جالبنبود ربطی نداره واقعاخوبنبود بازمممنون,1
دوست نداشتم سالاد,1
بال سوخاری تند اطلاعرسانی نکرده,0
داخل دبل داون ژامبون نداشت حجم غذا,1
ترشی هالوپن سفارش دادم جاش ترشی مکزیکی آوردن,0
پیتزاها چیپس پنیر دوست داشتم سیبزمینی منو قرار میگرفت,0
ساندویچ سرد پنیر داخلش سفت واقعا کیفیتش پایین ژامبونشم کدوم سرخ نشده,1
تخمه هندونه دوآتیشه خوردن معمولا چیزهای نان شیرینی فروشی خوبه کمال تاسف ایندفعه نهتنها بد,1
کیفیت ارسال هیچی نداشت غدا,0
سلام خسته نباشید انتظارم رستوران رفتاری بالاتر کباب سفت شور,1
لیست سفارش خودتون قهوهای موجود قرار میدید,1
موقع آماده دستمون سرد بازم ممنون,0
نون تست بسته فرستادن تاریخ تولیدش بهمن هست بیات سفت هست,1
گفتم دفعه دیگه حوصله ندارم ذهنم گفتم انصافی باشه اولا سفارش دادم غذا باور نمیکنم بعضیها نوشتن دیر غذا سرد دریا غربی شکوفان هستم دوما غذایی چقدر سبک خوشطعم دوستداشتنی قبلا پیتزا بودم مرتبهای هست پیتزا میگیرم اولا امروز نظرم مواد مصرفی حین خوردن پیتزا داشتم میکردم فرمول نان پیتزا میدهند آشپزی علاقه دارم پیتزا ایتالیا واقعا مقبولیت عامه نداشته باشه بگم ایرانی هستم دوست داشتم چیپس سفارش دادم نظرم ترتیلای مکزیکی باشه واقعا سبک چینش مواد یکلایه چیپس یکلایه سس باطعم کاری تندی یکلایه چیپس پنیر سبک کمچرب اشتباه میکنم خلاصه برندهای زنجیرهای ارتباط قرار نمیکنم میتونم دوتا غذا برند تایید,0
سلام غذاش واقعا پیشنهاد میکنم حتما امتحان,0
